PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;HORA_ULTIMA_PREGUNTA;TIP_TEL;SUPERVISADA;CIRCUIT_996_1;CIRCUIT_996_2;CIRCUIT_996_3;SIT_ECO_CAT;SIT_ECO_CAT_RETROSPECTIVA;SIT_ECO_CAT_PROSPECTIVA;SIT_ECO_ESP;SIT_ECO_PERSONAL;SIT_POL_CAT;SIT_POL_CAT_RETROSPECTIVA;SIT_POL_CAT_PROSPECTIVA;SIT_POL_ESP;CAT_ESP;INTERES_POL;INF_POL;CONFI_POL_CAT;VAL_GOV_CAT;CONFI_POL_ESP;VAL_GOV_ESP;INF_POL_TV;INF_POL_RADIO;INF_POL_PREMSA;INF_POL_INTERNET;INF_POL_AMICS;INF_POL_NO;INF_POL_NS;INF_POL_NC;SATIS_DEMOCRACIA;SIMPATIA_PARTIT;SIMPATIA_PARTIT_LITERALS;IDEOL_1_7;CAT_0_10;ESP_0_10;MONARQUIA_REPUBLICA;SIGNIFICA_ESP;DEFINICIO_CAT;DEFINICIO_CAT_LITERALS;AUTONOMIA_CAT;RELACIONS_CAT_ESP;ACTITUD_INDEPENDENCIA;DRET_DECIDIR;VOT_DRET_DEURE;ELECCIONS_IMPORTANCIA;SATISFACCIO_ELECCIONS_14F2021;PART_PARLAMENT;REC_PARLAMENT_VOT_DECISIO;REC_PARLAMENT_VOT;REC_PARLAMENT_VOT_LITERALS;REC_PARLAMENT_FERMESA;REC_PARLAMENT_CANDIDAT;REC_PARLAMENT_PARTIT;REC_PARLAMENT_INTERESSOS;REC_PARLAMENT_IDEES;REC_PARLAMENT_ACTUACIO;REC_PARLAMENT_ACTUACIO_2;REC_PARLAMENT_EVITAR;REC_PARLAMENT_ALTRES;REC_PARLAMENT_CAP;REC_PARLAMENT_NS;REC_PARLAMENT_NC;POST_PARLAMENT_DECISIO_RELACIO;POST_PARLAMENT_DECISIO_CRISI;POST_PARLAMENT_DECISIO_CORRUPCIO;POST_PARLAMENT_DECISIO_CANVI_CLIMATIC;POST_PARLAMENT_DECISIO_COVID;INT_PARLAMENT_VOT;INT_PARLAMENT_VOT_LITERALS;PART_PARLAMENT_ANTERIORS;REC_PARLAMENT_VOT_ANTERIORS;REC_PARLAMENT_VOT_ANTERIORS_LITERALS;INT_CONGRES_VOT;INT_CONGRES_VOT_LITERALS;PART_CONGRES;REC_CONGRES_VOT;REC_CONGRES_VOT_LITERALS;CONEIX_A_FERNANDEZ;VAL_A_FERNANDEZ;CONEIX_C_PUIGDEMONT;VAL_C_PUIGDEMONT;CONEIX_L_BORRAS;VAL_L_BORRAS;CONEIX_O_JUNQUERAS;VAL_O_JUNQUERAS;CONEIX_P_ARAGONES;VAL_P_ARAGONES;CONEIX_M_ICETA;VAL_M_ICETA;CONEIX_S_ILLA;VAL_S_ILLA;CONEIX_J_ALBIACH;VAL_J_ALBIACH;CONEIX_J_ASENS;VAL_J_ASENS;CONEIX_C_CARRIZOSA;VAL_C_CARRIZOSA;CONEIX_I_MARTIN_BLANCO;VAL_I_MARTIN_BLANCO;CONEIX_C_RIERA;VAL_C_RIERA;CONEIX_D_SABATER;VAL_D_SABATER;CONEIX_I_GARRIGA;VAL_I_GARRIGA;LLOC_NAIX_CCAA;ANY_ARRIBADA;LLOC_NAIX_PARE;LLOC_NAIX_PARE_CCAA;LLOC_NAIX_MARE;LLOC_NAIX_MARE_CCAA;LLOC_NAIX_AVIS;RELIGIO;RELIGIO_LITERALS;RELIGIO_FREQ;SIT_LAB;SIT_LAB_NO_ACTIU;SIT_LAB_ACTIU;SECTOR;ESTUDIS;ESTUDIS_LITERALS;ESTAT_CIVIL;FILLS;SENTIMENT_PERTINENCA;LLENGUA_PROPIA;LLENGUA_PRIMERA;CLASSE_SOCIAL_SUBJECTIVA_1_7;US_TELEFON_FIX;PERSONES_LLAR;INGRESSOS_1_6;DISCAPACITAT;TIPUS_DISCAPACITAT_1;TIPUS_DISCAPACITAT_2;TIPUS_DISCAPACITAT_3;TIPUS_DISCAPACITAT_4;DISCAPACITAT_LITERALS;E1;E2;E3;E4;E5;E6;SIMPATIA_PARTIT_R;REC_PARLAMENT_VOT_R;REC_PARLAMENT_VOT_CENS;REC_PARLAMENT_VOT_CENS_R;INT_PARLAMENT_VOT_R;REC_PARLAMENT_VOT_ANTERIORS_R;REC_PARLAMENT_VOT_ANTERIORS_CENS_R;INT_CONGRES_VOT_R;REC_CONGRES_VOT_R;REC_CONGRES_VOT_CENS;REC_CONGRES_VOT_CENS_R
1;1122;2021;5; ; ; ;1255;900;Dona;46;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;25;De 25 a 34 anys;De 25 a 29 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Pitjor;Empitjorarà;Dolenta;Igual;Bona;Millor;Es quedarà igual;Bona;Sóc un/a català/ana que viu a Catalunya;Molt;Bastant;8;6;6;6;Sí;Sí;No;Sí;No;No;No;No;Poc satisfet/a;CUP;-;Extrema esquerra;9;0 Mínim espanyolisme;República;Un Estat aliè, del qual el meu país no hauria de formar-ne part;Una nació;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Molt d'acord;Ambdós;Parlament de Catalunya (autonòmiques);7;Estic segur que vaig votar;Ho tenia decidit fa força temps;CUP;-;Amb convicció;No;No;Sí;No;No;No;No;No;No;No;No;9;9;9;8;6;CUP;-;Estic segur que vaig votar;CUP;-;CUP;-;Estic segur que vaig votar;CUP;-;Coneix;4;Coneix;6;Coneix;5;Coneix;6;Coneix;5;Coneix;5;Coneix;5;Coneix;7;Coneix;7;Coneix;0 Molt malament;No coneix; ;Coneix;8;Coneix;8;Coneix;0 Molt malament; ; ;Catalunya; ;Altres comunitats autònomes;Andalusia;Cap a Catalunya;Cap: Ateisme;-; ;No treballa;Estudiant; ; ;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Solter/a;0;Només català/ana;Català (valencià / balear);Català (valencià / balear);Classe mitjana;Sí i en fa ús;Quatre;No ho sap;No; ; ; ; ;-;No;Alguna vegada;Gens;Molt;Molt;Molt;CUP;CUP;CUP;CUP;CUP;CUP;CUP;CUP;CUP;CUP;CUP
1;1123;2021;5; ; ; ;1144;892;Dona;51;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;De 10.001 a 50.000; ;Ripollès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;34;De 25 a 34 anys;De 30 a 34 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Dolenta;Pitjor;Empitjorarà;Dolenta;Igual;Molt dolenta;Igual;Empitjorarà;Ni bona ni dolenta;Sóc un/a espanyol/a que viu a Catalunya;Bastant;Bastant;Cap confiança;0 Molt dolenta;5;5;No;Sí;Sí;No;No;No;No;No;Bastant satisfet/a;PSC;-;Esquerra;No contesta;No contesta;Monarquia;El meu país;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Un estat dins una Espanya federal;No;Molt d'acord;Un deure;Congrés dels diputats (generals);6;Estic segur que vaig votar;Ho tenia decidit fa força temps;PSC;-;Amb convicció;No;Sí;No;No;No;No;No;No;No;No;No;2;1;2;5;5;PSC;-;Estic segur que vaig votar;PSC;-;PSC;-;Estic segur que vaig votar;PSC;-;No coneix; ;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;3;Coneix;2;Coneix;6;Coneix;6;Coneix;2;No coneix; ;Coneix;2;No coneix; ;Coneix;0 Molt malament;Coneix;4;No coneix; ;Andalusia;No ho sap any;Altres comunitats autònomes;Andalusia;Altres comunitats autònomes;Comunitat Valenciana;Cap a Catalunya;Cap: Agnosticisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració pública+empreses públiques);Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;Castellà;Classe treballadora mitjana;Sí i en fa ús;Dos;Entre 2.001 i 3.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC
1;1124;2021;5; ; ; ;1039;646;Dona;37;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;49;De 35 a 49 anys;De 45 a 49 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Molt dolenta;Pitjor;Es quedarà igual;Dolenta;Igual;Molt dolenta;Igual;Es quedarà igual;Dolenta;No ho sap;Bastant;Bastant;1;1;1;1;Sí;No;No;Sí;No;No;No;No;Bastant satisfet/a;Vox;-;Dreta;0 Mínim catalanisme;6;Monarquia;El meu país;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;En desacord;Un deure;Congrés dels diputats (generals);1;Estic segur que vaig votar;Ho tenia decidit fa força temps;Vox;-;Amb convicció;No;No;No;Sí;No;No;No;No;No;No;No;2;1;1;3;3;Vox;-;Estic segur que vaig votar;PPC;-;Vox;-;Estic segur que vaig votar;PPC;-;Coneix;5;Coneix;0 Molt malament;Coneix;1;Coneix;1;Coneix;1;Coneix;2;Coneix;2;Coneix;3;Coneix;2;Coneix;5;No coneix; ;Coneix;2;Coneix;2;Coneix;6; ; ;Altres comunitats autònomes;Andalusia;Altres comunitats autònomes;Castella - la Manxa;Cap a Catalunya;Catolicisme;-;No, mai;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;Castellà;Classe mitjana;Sí i en fa ús;Quatre;Més de 5.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Vox;Vox;Vox;Vox;Vox;PPC;PPC;Vox;PPC;PPC;PPC
1;1125;2021;5; ; ; ;1080;491;Dona;55;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Anoia;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;24;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Pitjor;Millorarà;Dolenta;Pitjor;Dolenta;Pitjor;Es quedarà igual;Dolenta;Sóc un/a català/ana que viu a Catalunya;Bastant;Molt;5;4;Cap confiança;2;Sí;Sí;No;No;No;No;No;No;Poc satisfet/a;Junts per Catalunya;-;Centre;9;0 Mínim espanyolisme;República;Un Estat aliè, del qual el meu país no hauria de formar-ne part;Un país;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Molt d'acord;Ambdós;Parlament de Catalunya (autonòmiques);6;Estic segur que vaig votar;Ho vaig decidir durant la darrera campanya electoral;Junts per Catalunya;-;Perquè es tractava d’un mal menor;No;No;Sí;No;No;No;No;No;No;No;No;7;7;7;6;6;Junts per Catalunya;-;Estic segur que vaig votar;Junts per Catalunya;-;Junts per Catalunya;-;Estic segur que vaig votar;Junts per Catalunya;-;Coneix;1;Coneix;8;Coneix;7;Coneix;7;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;7;Coneix;1;Coneix;2;Coneix;6;Coneix;6;Coneix;0 Molt malament; ; ;Catalunya; ;Catalunya; ;Quatre;Catolicisme;-;Sí, un cop per setmana o més;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Solter/a;0;Només català/ana;Català (valencià / balear);Català (valencià / balear);Classe treballadora mitjana;Sí i en fa ús;Dos;No ho sap;No; ; ; ; ;-;No;Quasi mai;Poc;Bastant;Bastant;Bastant;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya
1;1126;2021;5; ; ; ;864;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;De 2.001 a 10.000; ;Gironès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;24;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Bona;Pitjor;Es quedarà igual;Bona;Igual;Dolenta;Igual;Es quedarà igual;Bona;Sóc un/a català/ana que viu a Espanya;Poc;Poc;6;6;7;7;Sí;No;No;No;No;No;No;No;Bastant satisfet/a;PSC;-;Centre-esquerra;4;4;República;El meu país;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;Molt d'acord;Un dret;Parlament de Catalunya (autonòmiques);4;No vaig votar perquè no podia (edat, malaltia...); ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;No contesta;No contesta;No contesta;No contesta;No contesta;PSC;-;Estic segur que vaig votar;No ho sap;-;No ho sap;-;Estic segur que vaig votar;PSC;-;No coneix; ;Coneix;3;Coneix;6;Coneix;3;No coneix; ;Coneix;6;Coneix;6;Coneix;4;No coneix; ;Coneix;5;Coneix;4;Coneix;6;Coneix;6;No coneix; ; ; ;Catalunya; ;Catalunya; ;Dos;Cap: Ateisme;-; ;No treballa;No contesta; ; ;Cursos d'especialització professional, Postgrau, Màster (MIR, FIR...);-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià / balear) i castellà;Castellà;Classe treballadora mitjana;Sí i en fa ús;Tres;Entre 1.001 i 2.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Bastant;Molt;PSC; ;No va poder votar;No va votar;PSC;No ho sap;No ho sap;No ho sap;PSC;PSC;PSC
1;1127;2021;5; ; ; ;893;614;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;De 10.001 a 50.000; ;Baix Empordà;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;24;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Pitjor;Millorarà;Dolenta;Pitjor;Dolenta;Pitjor;Millorarà;Dolenta;Sóc un/a espanyol/a que viu a Catalunya;Poc;Bastant;4;5;5;2;Sí;No;No;No;No;No;No;No;Poc satisfet/a;Cap;-;No ho sap;7;7;República;L’Estat del qual soc ciutadà/ana;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Una regió d'Espanya;No;Bastant d'acord;Un dret;Congrés dels diputats (generals);0 Molt insatisfet/a;No vaig votar; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;5;0 No ho va tenir gens en compte;5;5;5;No ho sap;-;Estic segur que vaig votar;No ho sap;-;No ho sap;-;Estic segur que vaig votar;No ho sap;-;No coneix; ;Coneix;0 Molt malament;No coneix; ;Coneix;1;Coneix;No ho sap;Coneix;4;Coneix;No ho sap;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ; ; ;Altres comunitats autònomes;Andalusia;Altres comunitats autònomes;Andalusia;Cap a Catalunya;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració pública+empreses públiques);Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià / balear) i castellà;Castellà;Classe treballadora mitjana;Sí i en fa ús;Tres;No ho sap;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Cap; ;No va votar;No va votar;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap;No ho sap
1;1128;2021;5; ; ; ;1336;892;Dona;51;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;SANTA COLOMA DE GRAMENET;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;21;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Dolenta;Pitjor;Millorarà;Dolenta;Igual;Dolenta;Igual;Es quedarà igual;Dolenta;Cap de les anteriors/una altra;Poc;Poc;4;5;4;5;Sí;No;Sí;Sí;Sí;No;No;No;Poc satisfet/a;Cap;-;Esquerra;5;5;República;El meu país;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;Bastant d'acord;Un dret;Totes igual;6;Habitualment voto però aquesta vegada no; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;4;9;7;7;8;No votaria;-;Estic segur que vaig votar;No ho sap;-;No ho sap;-;Estic segur que vaig votar;PSC;-;No coneix; ;Coneix;No ho sap;No coneix; ;Coneix;5;No coneix; ;No coneix; ;Coneix;6;No coneix; ;Coneix;No ho sap;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ; ; ;Catalunya; ;Catalunya; ;Cap a Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Solter/a;0;Tan espanyol/a com català/ana;Castellà;Castellà;Classe treballadora mitjana;No;Dos;Entre 1.001 i 2.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Cap; ;No va votar;No va votar;No votaria;No ho sap;No ho sap;No ho sap;PSC;PSC;PSC
1;1129;2021;5; ; ; ;1384;670;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;GIRONA;De 10.001 a 50.000; ;Baix Empordà;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;67;65 anys o més;De 65 a 69 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Pitjor;Millorarà;Dolenta;Igual;Dolenta;Igual;No ho sap;Dolenta;Sóc un/a espanyol/a que viu a Catalunya;Molt;Poc;Cap confiança;0 Molt dolenta;6;0 Molt dolenta;Sí;No;No;Sí;No;No;No;No;Molt satisfet/a;No contesta;-;No contesta;8;No contesta;Una altra;El meu país;Un país;-;Un nivell insuficient d'autonomia;Una comunitat autònoma d'Espanya;No;No ho sap;Ambdós;Totes igual;No contesta;Estic segur que vaig votar;Ho vaig decidir a l’inici de la campanya electoral;No contesta;-; ; ; ; ; ; ; ; ; ; ; ; ;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;No contesta;10 Ho va tenir molt en compte;No contesta;No contesta;-;Estic segur que vaig votar;No contesta;-;No contesta;-;Estic segur que vaig votar;No contesta;-;No coneix; ;Coneix;0 Molt malament;No coneix; ;Coneix;0 Molt malament;No coneix; ;No coneix; ;Coneix;No contesta;Coneix;No contesta;Coneix;No contesta;No coneix; ;No coneix; ;No coneix; ;Coneix;No contesta;Coneix;0 Molt malament;Andalusia;1970;Altres comunitats autònomes;Andalusia;Altres comunitats autònomes;Andalusia;Cap a Catalunya;Catolicisme;-;Sí, algun cop a l'any;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d' Escolaritat o d'Estudis Primaris;-;Vidu/a;2;Més català/ana que espanyol/a;Castellà;Castellà;Classe treballadora mitjana;Sí i en fa ús;Una;No contesta;Sí;Mobilitat reduïda; ; ; ;-;No;Mai;Poc;Bastant;Bastant;Bastant;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta
1;1130;2021;5; ; ; ;903;646;Dona;37;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;CORNELLÀ DE LLOBREGAT;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;49;De 35 a 49 anys;De 45 a 49 anys;Catalunya; ; ;Trucada a telèfon mòbil;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Ni bona ni dolenta;Pitjor;Empitjorarà;Molt dolenta;Millor;Molt bona;Millor;Millorarà;Molt dolenta;Cap de les anteriors/una altra;Molt;Molt;8;8;7;5;Sí;No;Sí;Sí;No;No;No;No;Bastant satisfet/a;PSC;-;Centre;8;8;Monarquia;L’Estat del qual soc ciutadà/ana;Un país;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Molt d'acord;Un dret;Totes igual;5;Estic segur que vaig votar;Ho tenia decidit fa força temps;ERC;-;Amb convicció;No;No;No;Sí;No;No;No;No;No;No;No;9;9; 0 No ho va tenir gens en compte; 0 No ho va tenir gens en compte;9;ERC;-;Estic segur que vaig votar;ERC;-;ERC;-;No vaig votar; ;-;Coneix;3;Coneix;9;Coneix;7;Coneix;8;No coneix; ;Coneix;7;Coneix;9;Coneix;8;Coneix;7;No coneix; ;No coneix; ;Coneix;7;Coneix;7;Coneix;7; ; ;Altres comunitats autònomes;Galícia;Altres comunitats autònomes;Regió de Múrcia;Cap a Catalunya;Catolicisme;-;No, mai;Està temporalment de baixa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Divorciat/ada;2;Tan espanyol/a com català/ana;Totes dues igual: català (valencià / balear) i castellà;Totes dues igual: català (valencià / balear) i castellà;Classe mitjana alta;No;Quatre;Entre 3.001 i 4.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;PSC;ERC;ERC;ERC;ERC;ERC;ERC;ERC; ;No va votar;No va votar
1;1131;2021;5; ; ; ;1093;875;Dona;23;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 2.001 a 10.000; ;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;20;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Bona;Pitjor;Es quedarà igual;Dolenta;Igual;Dolenta;Millor;Es quedarà igual;Dolenta;Sóc un/a català/ana que viu a Catalunya;Poc;Bastant;6;6;4;4;Sí;Sí;Sí;Sí;No;No;No;No;Poc satisfet/a;ERC;-;Esquerra;7;4;República;Un Estat format per diverses nacionalitats o regions;Un país;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Bastant d'acord;Un dret;Parlament de Catalunya (autonòmiques);4;Estic segur que vaig votar;Ho tenia decidit fa força temps;ERC;-;Amb convicció;No;No;No;Sí;No;No;No;No;No;No;No;5;5;6;6;6;ERC;-;Estic segur que vaig votar;Junts per Catalunya;-;Altres partits;junts o esquerra;Estic segur que vaig votar;Junts per Catalunya;-;Coneix;3;Coneix;6;Coneix;6;Coneix;6;Coneix;6;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;3;No coneix; ;Coneix;5;Coneix;5;Coneix;4; ; ;Catalunya; ;Catalunya; ;Quatre;Catolicisme;-;No, mai;Treballa; ;Empresari/a o professional amb assalariat/des;Sector públic (Administració pública+empreses públiques);ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d' Escolaritat o d'Estudis Primaris;-;Casat/ada;0;Només català/ana;Català (valencià / balear);Català (valencià / balear);Classe treballadora mitjana;Sí i en fa ús;Dos;Entre 2.001 i 3.000 euros;No; ; ; ; ;-;No;Quasi mai;Gens;Molt;Molt;Molt;ERC;ERC;ERC;ERC;ERC;Junts per Catalunya;Junts per Catalunya;Altres, blanc;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya
